data	data	399936	204852	873288	715884	127244	87996	491288	210968	59468	22416	125360	144628	246140	135364	145084	55800	223752	81008	596336	539908	72112	71040	298692	310536	39968	102812	41880	31756	577180	294152	437320	416308	130700	436472	143316	223068	232744	363324	96424	230128	37432	60032	299816	440240	119284	251780	311436	401336	198088	241312	418168	295852	114004	110612	376076	421800	249224	151244	137880	99248	168876	108344	99408	106612	102860	132604	280548	423260	175892	149100	364776	363516	373732	284768	39828	39348	89244	191704	54412	17532	201704	91664	58316	52700	256440	273176	17508	27464	241612	157252	446412	449940	260800	314588	15112	61164	232232	253236	368620	398112	215428	159052	269508	227628	99012	99228	25360	14768	31672	79224	245664	179412	287772	115908	94952	42512	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
399936	Precentral_L	0	3240	8160	6144	0	0	19990	140	0	0	9962	146	1530	0	0	0	11154	182	3008	10716	0	0	204	0	0	0	0	0	12458	282	914	176	334	4362	3936	2804	2710	654	510	250	0	0	1068	668	148	0	0	366	0	0	2930	0	194	252	1738	224	21252	250	118	0	1464	0	590	126	140	244	1552	1036	22870	4194	10020	796	3992	604	458	90	8744	940	752	0	4214	164	256	0	1940	610	0	0	648	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
204852	Precentral_R	3240	0	342	8846	0	0	0	7436	0	0	0	3812	0	0	0	0	0	688	188	702	0	0	0	0	0	0	0	0	118	3690	0	0	0	2292	250	1352	322	5332	278	1716	0	0	0	396	0	0	0	420	0	348	0	570	0	422	210	1650	118	19484	0	1874	0	1382	0	1718	0	234	0	3920	612	3616	106	5768	0	2522	0	594	110	12374	0	124	0	724	0	0	0	1024	0	0	0	1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
873288	Frontal_Sup_L	8160	342	0	14124	9182	178	76542	472	2532	0	4120	106	18688	0	7546	0	6102	0	74954	13688	210	0	45278	5364	1126	254	94	0	26548	108	33572	3866	2982	2038	974	166	2622	426	222	114	0	0	2704	0	260	0	524	0	82	0	2922	0	80	0	1336	0	1192	0	0	0	110	0	0	0	0	0	2670	0	1316	0	22698	1642	22412	476	3232	114	3750	702	80	0	2932	0	1124	0	566	0	0	0	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
715884	Frontal_Sup_R	6144	8846	14124	0	0	4646	2128	25224	0	0	250	9302	0	11968	0	922	488	1402	24408	52280	0	0	4502	36508	0	4362	0	0	596	12630	7570	38342	1242	20062	298	1056	206	2986	168	1226	0	0	0	114	0	0	0	226	0	0	104	86	0	174	162	796	170	478	0	184	0	0	0	0	0	0	0	410	3062	98	8886	23828	146	9006	0	548	580	13240	0	152	82	378	0	142	0	462	0	0	0	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
127244	Frontal_Sup_Orb_L	0	0	9182	0	0	0	1398	0	8382	0	492	0	1672	0	6258	0	0	0	3110	0	1512	0	2258	0	4080	0	4578	0	4650	0	6032	0	0	0	0	0	154	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990	0	8090	0	0	0	0	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
87996	Frontal_Sup_Orb_R	0	0	178	4646	0	0	0	1916	0	3736	0	206	0	1224	0	2730	0	0	154	866	0	774	0	3818	0	6516	0	3690	0	748	0	4940	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	5258	0	2038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
491288	Frontal_Mid_L	19990	0	76542	2128	1398	0	0	0	1328	0	8270	0	30928	0	6160	0	3104	0	16408	1766	0	0	21192	1148	0	0	0	0	18736	0	7008	590	472	174	0	0	1964	178	80	94	0	0	0	0	0	0	0	0	0	0	160	0	0	0	926	0	1792	0	0	0	0	0	0	0	0	0	0	0	0	0	6916	866	9270	370	552	0	1758	438	0	0	1450	0	522	0	296	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
210968	Frontal_Mid_R	140	7436	472	25224	0	1916	0	0	0	1676	118	8000	0	13850	0	3338	236	782	2274	2768	0	0	106	4006	0	600	0	0	320	9694	1054	4026	0	1516	0	288	0	1952	0	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	748	0	120	0	128	0	274	0	0	0	166	0	0	1422	3310	0	4120	0	498	0	978	0	0	0	0	0	92	0	78	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
