data	data	624040	509812	1.07974e+06	835004	103044	82912	513420	319236	62252	20156	368760	267500	222356	153724	144384	78260	237564	229492	938184	692116	91920	85320	268416	294004	41372	69888	55852	56648	726108	467024	189096	361800	182568	525616	181880	220184	545160	582976	278728	507028	38748	67456	559360	577476	429072	436724	594308	618568	365096	574440	732872	452248	342124	188912	847616	964636	402652	368944	314124	212080	394984	204660	182528	211140	284176	282928	543188	688872	182760	347036	357756	343960	333904	453464	54828	39436	190576	257692	116240	68112	277520	210752	109888	67648	455988	380972	17164	18088	530232	418568	813284	569620	480916	490408	88980	100292	485528	369592	760852	668328	321180	136852	469468	502488	224732	241644	52964	26896	60796	129076	375876	318812	291668	204764	186280	82904	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
624040	Precentral_L	0	9024	12628	4258	0	0	21474	0	0	0	23498	0	3726	0	0	0	11006	0	7558	9870	0	0	0	0	0	0	0	0	18190	208	198	0	356	5906	5798	3906	6126	2528	1028	2086	0	0	1952	154	0	0	620	294	462	0	8900	0	2756	0	3974	2558	45998	326	7104	0	14444	0	2172	0	2748	0	3248	388	10114	8156	5768	404	3000	158	826	0	11738	2252	3456	0	4540	0	666	0	6388	0	0	0	4516	1200	810	118	0	0	0	0	0	0	318	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
509812	Precentral_R	9024	0	3164	18920	0	0	1420	10078	0	0	728	14184	0	2460	0	0	338	5188	4022	16634	0	0	0	176	0	0	0	0	682	3066	0	268	1468	7394	302	642	170	4842	0	1616	0	0	348	1476	436	590	128	812	0	3918	1114	5046	0	698	122	7672	2186	33030	1050	956	234	3384	0	6726	0	2364	2362	5570	8270	29618	3630	4218	148	1030	694	0	3920	1884	0	1148	222	1802	0	0	0	2192	0	0	262	7348	0	490	0	0	0	0	0	0	0	656	0	0	0	0	0	0	0	0	0	0	0	236	130	0	0	0	
1.07974e+06	Frontal_Sup_L	12628	3164	0	14702	7896	230	66474	2702	4976	0	15234	2336	18184	218	11822	0	8566	118	112880	23352	0	0	38440	4454	832	214	122	0	38098	2144	11534	7190	6946	8880	582	436	4236	1022	702	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3060	624	2646	1158	0	0	0	0	146	370	0	0	234	158	1598	2056	25020	10586	21330	3244	5592	0	6636	10422	712	0	3902	0	3192	0	168	0	0	0	2708	324	794	0	202	0	0	0	0	0	738	0	238	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	
835004	Frontal_Sup_R	4258	18920	14702	0	0	5154	1734	34844	0	970	868	14756	264	10420	0	6254	356	13336	25066	52752	142	938	4318	32222	366	4624	0	916	1096	27640	1590	21516	1652	17156	114	182	196	9392	0	5742	0	0	0	238	0	0	0	136	0	0	0	0	0	0	174	7966	1250	4610	0	0	0	0	0	758	0	0	0	454	854	3436	3694	14960	320	29878	0	2944	1018	4738	0	956	248	1524	0	786	0	386	0	0	324	1102	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
103044	Frontal_Sup_Orb_L	0	0	7896	0	0	0	552	0	8306	0	0	0	138	0	11898	0	0	0	312	0	1962	0	2248	0	4202	0	3252	0	3160	0	608	0	0	0	0	0	518	0	0	0	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5592	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
82912	Frontal_Sup_Orb_R	0	0	230	5154	0	0	0	1564	0	2392	0	0	0	0	0	3506	0	0	278	0	464	1952	596	2290	440	7662	304	6140	0	1078	0	1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618	2462	232	2874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
513420	Frontal_Mid_L	21474	1420	66474	1734	552	0	0	0	2920	0	18238	0	28446	0	6464	0	4762	0	15998	1562	0	0	16868	760	0	0	0	0	29100	130	2100	444	3530	856	0	0	2466	172	356	158	0	0	0	0	0	0	0	0	0	0	570	0	300	0	1728	0	2616	0	114	0	510	0	0	0	0	0	0	0	0	570	5112	412	4292	216	212	0	5020	206	468	0	1884	0	1622	0	676	0	0	0	2292	0	632	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
319236	Frontal_Mid_R	0	10078	2702	34844	0	1564	0	0	0	3062	0	13674	0	13298	0	7888	0	8016	4032	3532	0	0	462	4160	0	0	0	0	0	15284	0	2008	0	2248	0	118	0	6366	0	2708	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	5154	0	2532	0	0	0	0	0	508	0	0	0	276	0	0	0	302	0	10018	0	170	0	1108	0	874	0	996	0	164	0	232	0	0	0	1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62252	Frontal_Mid_Orb_L	0	0	4976	0	8306	0	2920	0	0	0	0	0	702	0	9398	0	0	0	658	0	0	0	214	0	920	0	558	0	1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20156	Frontal_Mid_Orb_R	0	0	0	970	0	2392	0	3062	0	0	0	0	0	0	0	3410	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
