data	data	560084	256272	1.12814e+06	909824	127276	105092	606656	409980	105488	41720	306180	272452	322140	280492	251268	172216	244016	174512	913248	947912	105648	114532	454592	436976	46012	97700	71992	93712	679052	368404	370140	392208	342532	620652	111376	151856	283872	353276	68156	188296	38916	66708	256448	326232	184192	279872	185480	199496	191616	306524	483548	236288	92232	72372	379284	420088	274596	184712	193824	75548	234460	98620	112440	100440	177400	123348	350948	373540	197036	235828	474008	500600	427420	413468	32856	40392	153324	188220	127060	48504	210320	108116	116992	34620	259896	178592	32004	16628	263884	229224	320864	351736	232800	291288	27424	52944	198228	172472	335536	338188	162660	126068	232592	286568	91116	116168	13292	12312	24152	33376	146616	142132	172300	116724	95720	27252	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
560084	Precentral_L	0	1930	22674	5234	0	0	21816	598	0	0	11082	140	2066	134	0	0	10504	0	18334	14132	0	0	0	0	0	0	0	0	11246	0	0	0	3242	4586	5150	2096	11748	566	760	0	0	0	1066	0	1110	0	400	0	110	0	5248	0	186	0	3012	0	32502	0	848	0	5986	0	4566	0	3026	0	2988	208	22532	4476	7172	814	4428	0	906	0	15676	2754	3508	0	3926	0	0	0	3218	0	0	0	1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
256272	Precentral_R	1930	0	1212	11684	0	0	154	22518	0	0	0	11292	0	616	0	0	178	3092	802	6916	0	0	0	140	0	0	0	0	240	4018	0	0	0	1892	130	2854	302	6256	0	750	0	0	0	180	0	0	0	0	0	170	0	308	0	0	170	3156	214	15230	0	0	0	1578	0	4176	0	122	108	560	204	6144	116	2302	268	1984	0	264	126	1756	0	712	164	1602	0	0	0	3256	0	0	232	6058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.12814e+06	Frontal_Sup_L	22674	1212	0	15742	8364	114	75680	3316	3900	0	23402	444	12000	1898	7680	280	14726	130	101330	28338	128	180	43022	11142	982	226	1658	134	32448	286	19052	4876	9412	12384	0	0	13680	0	680	0	238	0	0	0	0	0	0	0	0	0	134	0	0	0	4216	0	4632	0	0	0	534	0	272	0	0	0	168	0	2614	0	18878	1958	37834	632	3694	0	3388	0	2842	0	4102	0	2852	0	146	0	0	0	3418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
909824	Frontal_Sup_R	5234	11684	15742	0	0	3124	3686	42778	0	300	320	15556	716	13610	340	4786	442	13316	17150	82784	0	138	12740	41884	252	3318	102	470	1374	12006	5538	22000	3084	20194	720	2374	340	8876	0	2222	0	0	0	270	0	0	0	450	0	0	0	0	0	0	0	2310	392	1070	0	0	0	0	0	0	0	0	0	1238	1746	382	6402	27806	946	22592	0	3128	1230	11838	212	1734	282	962	0	0	0	184	0	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
127276	Frontal_Sup_Orb_L	0	0	8364	0	0	0	470	0	11490	0	0	0	102	0	10602	0	0	0	0	0	2934	172	2008	660	3794	814	7702	0	4244	0	1854	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3470	0	4416	0	0	0	0	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
105092	Frontal_Sup_Orb_R	0	0	114	3124	0	0	0	0	0	3722	0	0	0	0	0	4456	0	0	0	0	756	3318	630	2912	256	8554	276	10676	0	892	768	2872	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	4460	686	3058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
606656	Frontal_Mid_L	21816	154	75680	3686	470	0	0	2914	4154	0	19896	482	31910	2610	11626	278	5088	0	25262	6806	0	0	14600	5592	0	0	0	0	18370	188	8072	1102	8652	6312	0	0	3732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3770	0	0	0	696	0	988	0	290	0	0	0	0	0	6168	656	7172	268	432	0	570	0	500	0	852	0	1514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
409980	Frontal_Mid_R	598	22518	3316	42778	0	0	2914	0	0	1292	110	18670	964	26462	134	4042	180	5518	3618	9242	0	0	1748	6056	0	0	0	0	1706	8206	870	2932	848	5208	0	0	244	3836	0	808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	1846	178	1526	0	0	0	238	0	502	0	0	0	0	0	0	4578	7060	418	5656	0	418	0	354	0	936	158	1406	0	0	0	1540	0	0	232	2956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
