data	data	540984	372952	1.01989e+06	1.08332e+06	183336	196912	583172	466740	85144	32812	345220	341212	372620	213440	224956	103400	221472	209744	717716	888552	81264	91212	445480	560388	45024	114004	69364	125744	495152	437792	375780	685312	290600	629808	97020	151572	251884	306248	106560	193468	42016	75880	175936	313400	116652	307552	247604	309416	166912	408316	416984	311060	104404	102816	315244	448992	365196	274872	210456	175820	295276	117360	152544	99516	234840	152344	246384	409812	174128	240860	316264	547608	415080	352768	84432	52064	94652	176452	111284	29832	249860	149012	111132	70900	418964	187416	26236	14576	319104	201176	399836	366160	330816	267588	23016	32228	274804	229208	350164	340432	212036	91180	344648	203296	96728	84400	15000	6360	18744	19320	198456	221184	170900	135200	66792	36168	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
540984	Precentral_L	0	3934	18356	3976	204	0	30144	1618	0	0	25868	930	10302	100	118	0	14074	876	8516	6508	0	0	306	110	0	0	0	0	13406	850	1606	498	274	1904	642	180	10152	202	468	0	0	0	0	0	0	0	0	0	218	0	1026	0	496	0	620	0	41080	100	226	0	8872	0	4264	0	1406	0	172	0	8232	1802	4372	1128	11902	302	2680	0	9836	1028	5578	0	3952	0	142	0	2728	0	0	0	2208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
372952	Precentral_R	3934	0	392	9188	0	0	0	17332	0	0	0	5664	0	1100	0	0	0	1464	3684	9148	0	0	0	0	0	0	0	0	0	4404	0	262	444	7726	1050	1700	870	10900	508	1026	0	0	0	460	0	458	0	176	0	1338	0	1264	0	398	166	1884	92	20032	0	1692	0	2472	0	2884	0	2460	0	2132	7332	9396	850	18452	358	3880	900	458	932	20354	0	486	0	1494	0	0	0	1478	0	0	90	1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.01989e+06	Frontal_Sup_L	18356	392	0	16996	14580	0	72824	3660	3636	0	15176	2042	24346	228	12664	0	6046	1926	83440	23860	358	0	44324	11894	3020	0	1322	0	21838	1582	19416	13330	10418	14094	0	0	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	1334	0	0	0	0	0	0	0	0	0	0	0	3366	0	21434	710	25148	388	5132	0	1840	890	572	0	3122	0	976	0	974	0	0	0	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.08332e+06	Frontal_Sup_R	3976	9188	16996	0	182	13994	3272	59494	0	2164	370	23326	274	14542	282	6444	96	12476	23120	86762	0	2150	12928	51438	174	4152	0	4384	242	19478	4718	47734	4572	28916	0	0	0	2582	0	410	0	334	0	0	0	0	0	0	0	148	0	140	0	200	0	1310	0	638	0	210	0	316	0	100	0	166	0	174	1164	0	7666	43576	426	14790	338	2444	320	4866	0	176	0	398	0	368	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
183336	Frontal_Sup_Orb_L	204	0	14580	182	0	0	6360	0	12600	0	350	0	4436	0	14754	0	108	0	516	0	3274	0	7064	984	3276	108	6272	0	6400	0	4458	382	0	246	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4150	0	0	0	0	0	0	0	0	0	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
196912	Frontal_Sup_Orb_R	0	0	0	13994	0	0	0	3756	0	5692	0	1124	0	1378	0	5960	0	0	248	1606	0	3800	868	11004	324	10704	0	11472	0	3124	376	7720	0	0	0	0	0	384	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6682	0	6558	0	856	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
583172	Frontal_Mid_L	30144	0	72824	3272	6360	0	0	620	5068	0	26666	966	48036	0	11968	0	1368	936	7628	2070	246	0	22140	5492	188	0	836	0	11828	826	7950	3456	4446	4564	0	0	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2426	0	0	0	0	0	232	0	0	0	0	0	0	0	2196	92	3818	0	212	0	1388	0	294	0	200	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
466740	Frontal_Mid_R	1618	17332	3660	59494	0	3756	620	0	0	3368	0	14112	0	21630	0	5826	0	2390	4216	20550	0	0	1500	10916	0	0	0	114	0	8992	466	10142	810	7250	0	0	0	2672	0	544	0	0	0	0	0	0	0	0	0	204	0	110	0	256	0	1022	0	334	0	102	0	150	0	0	0	138	0	94	204	0	5502	11908	326	6214	186	1320	0	2112	0	0	0	270	0	184	0	164	0	0	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
