data	data	534092	258888	828304	840524	203648	205948	675636	362172	115016	75540	317972	246080	355948	221308	178576	128592	236468	138016	446972	814244	47296	52684	411092	432780	35372	108340	52112	58940	681124	401776	437340	505300	170516	475424	187148	211288	244216	355600	104948	223580	20716	80288	183168	308804	104516	293640	331904	350224	193432	273792	341496	247036	120916	143884	425648	451548	284052	168684	130784	106952	194128	88460	93456	100064	134308	112388	213836	361532	223684	170864	370544	403832	298280	310604	52936	19840	129652	225952	87492	66364	181064	149152	65504	86544	255980	198592	5980	26300	247732	168760	449888	435240	285404	395440	58952	88844	302280	254020	419072	505148	255520	220376	345104	361184	131816	161340	24624	12292	24876	92836	201088	246848	336684	193780	112460	28620	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
534092	Precentral_L	0	4128	9590	1702	126	0	34202	464	0	0	16246	232	4584	0	0	0	11384	346	5516	19594	0	0	774	0	0	0	0	0	17240	472	2442	94	288	6668	4410	1930	5382	382	432	118	0	0	236	0	0	0	0	102	0	0	100	0	0	0	0	0	33564	358	0	0	1538	84	1400	164	0	96	298	132	27604	7172	6002	2068	11708	1134	1966	0	15452	1482	3832	0	1496	0	130	0	94	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258888	Precentral_R	4128	0	944	12604	0	0	0	9362	0	0	0	4940	0	986	0	0	100	2472	1756	16042	0	0	0	0	0	0	0	0	184	1854	94	0	0	498	1628	2872	552	6572	390	892	0	290	0	0	0	320	0	208	0	706	0	146	0	0	136	478	374	19938	0	404	0	960	0	2076	0	780	252	1808	3524	7206	978	5302	262	886	102	0	676	9156	0	736	0	710	0	0	0	1712	0	0	92	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
828304	Frontal_Sup_L	9590	944	0	14844	7924	0	81978	2908	4654	0	11046	726	24604	588	7360	0	6286	422	45338	20094	0	0	45928	7438	1188	148	0	0	35516	1168	28056	6026	6992	6452	264	0	598	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	90	0	0	0	0	0	1040	0	12388	2814	9672	1386	3156	0	550	520	402	0	888	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
840524	Frontal_Sup_R	1702	12604	14844	0	0	14184	4678	47496	0	2038	800	16130	390	18300	0	4918	494	4462	10802	66832	0	0	6952	40644	0	3010	0	0	1856	19158	4796	36186	2370	21972	524	1320	550	5166	290	1086	0	0	0	0	0	0	0	120	0	0	0	0	0	0	110	408	0	518	0	0	0	0	0	0	0	0	238	684	198	0	4282	20884	1252	15220	858	492	120	6782	124	286	0	486	0	548	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
203648	Frontal_Sup_Orb_L	126	0	7924	0	0	0	5756	0	15804	0	2280	0	6258	0	18946	0	482	0	498	0	1164	0	3892	160	3288	0	4364	0	18116	0	3588	0	0	116	0	0	172	0	146	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	0	6808	0	0	0	0	0	0	0	250	0	586	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
205948	Frontal_Sup_Orb_R	0	0	0	14184	0	0	0	5068	0	13374	0	2608	0	3152	0	12428	100	418	0	782	0	104	352	8976	366	9528	0	7084	110	6364	1114	6550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	3692	0	6192	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
675636	Frontal_Mid_L	34202	0	81978	4678	5756	0	0	966	5236	0	23974	370	43346	0	9140	0	8082	476	10244	4262	0	0	13140	654	104	0	0	0	41216	674	15102	588	592	378	454	380	1894	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3356	0	0	0	0	0	0	0	0	0	0	0	146	0	7598	2030	8884	1698	1582	0	1200	548	1524	0	922	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
362172	Frontal_Mid_R	464	9362	2908	47496	0	5068	966	0	0	2316	1220	11072	208	19482	0	5692	1110	1044	2096	7822	0	0	2544	10944	0	112	0	0	1820	10970	1252	8034	650	10172	122	462	138	1176	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	172	452	0	0	0	0	0	0	0	0	88	224	182	0	1428	1974	208	6388	0	642	0	898	0	406	234	582	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
