data	data	670472	280840	1.12596e+06	933572	144484	93028	507652	427108	94668	46700	333044	184552	320212	201944	152776	96432	209004	89184	866888	701388	53528	65152	297184	369004	32840	94652	48452	90268	610916	332672	300360	507944	149752	498540	133496	162400	298828	286956	133176	187308	38196	45324	297712	309992	279132	260000	273268	327916	269296	236856	518512	174624	94404	119956	387556	426544	270020	181552	125428	107980	230640	160004	73928	133044	147704	132240	388332	385208	294400	168108	314688	383660	421748	372028	50212	27220	174264	171644	140240	44552	191244	128408	114196	60464	300852	231472	52880	17336	275676	232080	487920	437252	331744	376916	44764	70348	298648	255636	403752	408896	276040	194480	375840	410328	134900	131796	28328	17036	25132	73340	238348	179964	245492	126116	74580	49820	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
670472	Precentral_L	0	11288	34728	9866	0	0	28230	4194	0	0	15112	836	3746	112	142	0	11746	0	36062	14196	0	0	378	388	0	0	0	0	16814	176	694	286	792	2836	4178	1962	8764	2212	1630	392	0	0	362	0	392	0	396	306	658	0	2186	0	140	0	4092	0	25108	0	506	0	4020	0	738	0	524	0	1316	394	27654	2334	8996	1296	4622	484	1576	0	17794	2934	9556	0	2698	0	424	0	940	0	0	0	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
280840	Precentral_R	11288	0	6114	14796	0	0	1954	13556	0	0	0	2696	0	314	0	0	0	1146	6454	8498	0	0	0	370	0	0	0	0	324	2766	0	332	0	2928	1118	1130	656	5246	360	1412	0	0	0	136	0	114	324	348	0	662	0	336	0	458	0	2958	0	11194	0	1050	0	2166	0	1762	0	194	0	1062	8656	7480	2036	2122	126	4122	0	1234	1094	4522	0	196	0	236	0	0	0	592	0	0	0	1782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.12596e+06	Frontal_Sup_L	34728	6114	0	12138	12846	0	74028	6930	6158	200	27084	1818	27734	562	5864	220	8120	0	108848	14810	0	0	38958	4002	660	0	1806	0	34628	614	20886	4116	7310	3636	116	166	7722	390	1330	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	0	2782	0	0	0	0	0	174	0	0	0	0	0	7268	310	16806	2624	33084	1154	5304	0	10926	2114	1570	0	1270	0	1756	0	166	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
933572	Frontal_Sup_R	9866	14796	12138	0	0	6738	5284	59020	0	1982	460	8524	418	11870	236	3578	0	2328	15710	62860	114	394	6740	37840	0	2202	0	1674	970	11786	5366	40680	930	37656	524	704	1598	4934	866	2390	0	110	0	0	0	0	176	0	0	160	0	0	0	0	0	498	0	658	0	0	0	0	0	182	0	0	0	274	2382	0	11228	30484	2600	24260	462	2398	3808	13394	0	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144484	Frontal_Sup_Orb_L	0	0	12846	0	0	0	1398	0	11570	0	126	0	834	0	7644	0	0	0	804	0	1438	0	5202	168	2712	136	6308	0	6398	0	4898	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	0	8766	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93028	Frontal_Sup_Orb_R	0	0	0	6738	0	0	0	644	0	4866	0	0	0	0	0	2822	0	0	0	772	0	844	126	3262	0	5438	0	7960	0	500	146	2464	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	5560	0	3862	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
507652	Frontal_Mid_L	28230	1954	74028	5284	1398	0	0	3206	4070	0	23782	1038	37290	184	4814	0	3254	0	13058	3560	0	0	13252	840	0	0	0	0	12774	226	4542	644	364	400	182	230	810	428	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762	0	0	0	0	0	0	0	0	0	0	0	1084	160	5010	446	2024	534	242	0	874	744	638	0	240	0	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
427108	Frontal_Mid_R	4194	13556	6930	59020	0	644	3206	0	0	1262	334	12240	120	18784	0	3298	0	762	6960	6912	0	0	230	2546	0	0	0	0	494	9034	2086	8710	144	5314	0	0	512	3994	318	2320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0	200	0	0	0	0	0	0	0	0	0	0	164	0	5456	7392	1350	12010	436	2400	1798	7776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94668	Frontal_Mid_Orb_L	0	0	6158	0	11570	0	4070	0	0	0	0	0	3420	0	12498	0	0	0	222	0	128	0	370	0	0	0	720	0	3840	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3630	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46700	Frontal_Mid_Orb_R	0	0	200	1982	0	4866	0	1262	0	0	0	0	264	194	198	6942	0	0	0	860	0	0	0	1188	0	786	0	1260	300	314	0	238	0	358	0	0	0	264	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640	0	1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
333044	Frontal_Inf_Oper_L	15112	0	27084	460	126	0	23782	334	0	0	0	638	27146	458	1604	0	11540	0	14588	128	0	0	2586	364	0	0	112	0	18222	482	3246	384	248	0	0	0	790	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	3562	0	0	0	0	0	0	0	0	0	0	0	0	0	1996	366	3528	418	0	0	186	0	1598	0	1814	0	3178	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
