data	data	534096	334976	1.22593e+06	876788	221976	115076	632276	283844	142260	32536	268244	303948	322404	233856	210468	112780	252000	132384	825952	799788	94500	108200	413376	406916	90184	122340	56804	59880	787240	470700	440004	584176	233176	598140	147344	175736	268940	250748	106176	161276	34576	68160	231384	297680	202800	303704	234588	216548	214428	283860	484424	234716	150508	122500	422384	367184	264324	264048	132036	115400	209824	185300	143344	160236	196572	119824	410556	528176	232924	306736	460756	443476	465844	388528	54960	29236	139396	187312	123868	24284	338280	162888	76640	82340	305844	191784	22464	26104	289104	192676	409292	386784	302548	319828	52216	51964	372632	241872	407740	386964	205624	129696	289608	241856	154996	91372	25868	10012	21512	72016	316708	186556	166352	142884	68200	29688	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
534096	Precentral_L	0	2756	18972	3108	0	0	31752	596	0	0	17284	684	4042	256	0	0	10900	186	11018	19818	0	0	222	0	0	0	0	0	10500	626	130	0	924	16240	2666	1794	1984	110	108	0	0	0	1664	0	256	0	0	0	270	0	7614	0	1632	0	3120	0	26100	1234	786	0	4216	0	1342	0	1096	0	2204	540	12484	10810	6096	760	1606	450	1050	172	9204	208	4454	0	4510	98	146	0	4098	0	0	0	2006	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
334976	Precentral_R	2756	0	3708	11948	104	0	1854	12718	0	0	156	8272	0	424	0	0	516	1704	2974	6416	0	0	840	0	0	0	0	0	1122	2530	1892	768	290	6036	1456	2662	224	682	248	0	0	0	0	1706	160	2944	0	230	134	1560	0	692	166	748	572	428	422	23832	0	0	0	4272	106	5242	0	0	340	6742	1006	14238	4860	3788	1822	2190	0	0	258	7026	0	0	316	1904	0	0	0	4094	0	0	0	3018	0	0	0	0	122	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	
1.22593e+06	Frontal_Sup_L	18972	3708	0	17094	14596	100	84342	4934	4260	0	11818	5246	28100	2418	8656	0	13770	510	93270	21714	0	0	51234	7592	3064	308	0	0	52950	3312	26414	7848	6270	4996	0	0	8522	664	712	242	0	402	0	0	0	0	158	0	0	0	166	0	0	0	3000	0	4288	226	0	0	144	234	476	264	0	0	146	0	6774	184	16036	3428	31326	2366	4976	214	11634	1020	2830	0	10686	0	1264	148	452	0	0	0	2486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
876788	Frontal_Sup_R	3108	11948	17094	0	96	4892	2610	33766	0	526	300	8396	334	8600	0	2958	162	2996	26994	70604	120	302	8772	44236	106	2824	0	524	1212	14786	7080	36676	2174	19106	0	0	504	3758	202	1604	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	920	0	608	0	0	0	398	0	482	0	0	0	0	676	182	5652	29790	3512	25726	338	2140	1314	23768	0	0	352	714	0	1608	0	158	0	154	0	0	0	0	0	0	246	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
221976	Frontal_Sup_Orb_L	0	104	14596	96	0	166	3846	150	18872	0	488	124	5794	0	12842	0	96	0	1530	0	1654	242	2928	636	7094	800	6270	182	10686	0	4718	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3520	298	12224	0	0	0	0	0	0	0	206	0	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
115076	Frontal_Sup_Orb_R	0	0	100	4892	166	0	0	1698	0	4366	0	156	0	424	0	6210	0	0	0	138	520	1188	210	4122	862	8940	344	5006	0	3286	1088	2810	0	122	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	3908	304	5710	0	118	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
632276	Frontal_Mid_L	31752	1854	84342	2610	3846	0	0	2130	5206	0	12318	978	33736	182	8736	0	7476	0	6510	1944	0	0	17940	1352	198	0	0	0	33906	130	5248	1250	3588	1426	0	0	4178	0	152	0	0	0	0	0	0	0	0	0	0	0	1674	0	156	0	1162	0	7894	0	134	0	1974	0	1050	0	334	0	798	110	142	0	5772	702	2988	134	310	0	2128	0	5870	0	8390	0	172	0	476	0	0	0	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
283844	Frontal_Mid_R	596	12718	4934	33766	150	1698	2130	0	0	1688	194	8014	0	11970	124	4056	148	1056	5488	3746	0	0	1846	6972	0	120	0	0	1674	4076	4158	7736	220	2772	0	0	0	976	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	258	0	0	0	412	0	516	0	0	0	0	0	96	6174	2108	1618	5296	0	124	0	852	0	0	378	246	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
