data	data	519068	315768	949216	601408	150360	89936	503964	176312	78160	51360	292576	322832	278204	184556	180004	104472	308256	186472	722656	843024	93556	98744	331820	224924	25488	83480	81188	86744	692084	356088	286096	409940	181396	605360	115284	142092	273336	289192	81224	118272	63096	37764	245368	345904	215176	482940	272192	368676	241584	455932	558860	363168	174436	184148	407028	379164	383776	252584	277292	227536	307304	89912	153400	111304	189892	165700	302236	515560	361316	331536	389216	321224	344644	312428	59308	14064	94840	136000	110880	28896	271536	155728	108320	61732	337168	322816	40452	14612	317168	306312	500148	541100	447696	359260	48656	50376	289892	267988	525868	520544	410656	200132	472260	345536	169736	124832	29364	20648	29232	52408	297576	258792	335000	109452	106692	39076	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
519068	Precentral_L	0	2774	22076	5822	0	0	17368	592	0	0	12412	906	938	326	0	0	13912	1038	16674	13670	0	0	0	0	0	0	0	0	9164	668	0	458	1482	4420	758	542	4842	1672	524	0	0	0	108	102	0	220	86	0	288	190	4460	400	922	0	1102	0	33200	512	2924	0	8410	0	4812	0	4748	0	570	358	22784	2844	7730	2138	6278	812	2214	0	3726	520	2686	0	6748	0	140	0	2412	296	0	0	1756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
315768	Precentral_R	2774	0	1450	9302	0	0	718	4466	0	0	0	12240	0	1840	0	0	102	2422	1286	11202	0	0	0	0	0	0	0	0	404	2406	0	0	178	14536	1252	2546	464	2548	118	136	0	0	0	1516	0	1744	0	432	0	1488	318	2096	0	1172	0	832	1562	29952	254	866	422	484	196	2820	222	1584	450	2808	2834	18834	1724	0	364	980	0	0	300	1642	100	182	0	780	0	214	0	3128	0	0	0	3094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	
949216	Frontal_Sup_L	22076	1450	0	5978	8504	0	69078	1162	3920	0	13712	4406	16130	858	12146	0	13380	788	85862	19878	1116	0	40746	1580	872	0	1060	0	32450	1280	12010	4768	13158	9090	202	198	2592	1266	190	0	422	0	0	0	0	0	0	0	0	0	1032	0	86	0	208	0	7528	184	446	0	1070	0	890	0	2600	0	118	168	5560	914	9720	1828	20172	1010	5022	0	266	190	1748	0	6752	122	644	150	2556	0	0	0	1296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601408	Frontal_Sup_R	5822	9302	5978	0	0	4270	1148	17392	0	178	538	11700	378	7288	0	2538	148	13682	11256	57716	0	364	6416	24970	0	4136	0	3266	758	10864	3548	26218	212	10692	724	1448	852	4808	158	1024	0	0	0	152	0	262	0	110	0	176	0	260	0	0	0	742	764	4914	0	0	0	178	0	172	0	0	510	396	3854	224	986	9040	550	13298	746	234	204	8246	0	594	0	2976	0	1138	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150360	Frontal_Sup_Orb_L	0	0	8504	0	0	0	2394	0	14168	0	0	0	2176	0	13376	0	0	0	0	0	3812	1090	2774	0	2828	0	7312	0	4788	0	5744	182	0	0	0	0	0	0	0	0	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2910	1010	948	196	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89936	Frontal_Sup_Orb_R	0	0	0	4270	0	0	0	1004	0	4796	0	0	0	718	0	4546	0	0	0	0	254	1568	250	2858	0	7392	92	9606	0	1010	470	886	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	1960	0	3052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
503964	Frontal_Mid_L	17368	718	69078	1148	2394	0	0	836	2522	0	11474	1376	32306	562	7824	0	6576	656	18602	3814	412	0	18540	358	0	0	128	0	19246	894	3056	1146	2932	1304	142	112	1032	568	0	0	112	0	0	0	0	0	0	0	0	0	652	0	0	0	0	0	1868	90	224	0	590	0	486	0	1888	0	0	122	444	116	5724	2372	1762	760	916	0	148	100	1672	0	2176	116	378	0	1616	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176312	Frontal_Mid_R	592	4466	1162	17392	0	1004	836	0	0	5596	274	8992	0	13300	0	8378	0	1502	1750	1690	0	0	340	2036	0	136	0	96	322	4986	428	4056	0	1502	0	0	0	1028	0	422	0	0	0	0	0	134	0	0	0	110	0	124	0	0	0	392	206	630	0	0	0	0	0	0	0	0	0	186	0	0	594	820	0	2216	0	0	0	0	0	0	0	238	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
