data	data	519240	263924	1.03965e+06	944940	245600	188932	593892	344428	138436	41744	246660	149516	439172	164432	256708	117712	190996	105588	897940	680084	137536	153444	466640	669784	35676	79808	79896	87640	648660	346432	342404	667880	242440	586708	119012	112348	243756	254944	99604	169600	40312	68184	152700	212428	212564	297552	221612	229444	202100	337496	490732	260176	189248	159368	315068	325880	286248	141720	189956	58620	222780	86420	135776	121112	188160	89792	334928	304540	338136	195108	352232	535100	384368	393284	49348	25844	156372	164336	134972	41432	212736	155360	109416	65380	330408	269856	29336	25464	291312	233948	440668	331256	208316	170772	26556	42924	220688	176408	351400	325572	174496	80632	227988	183904	88120	48600	19860	2692	12216	50692	170680	136132	111216	60064	39956	25708	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
519240	Precentral_L	0	5496	16316	2876	344	0	27878	0	226	0	16384	0	7686	0	606	0	8404	0	8778	9354	0	0	266	110	0	0	0	0	16896	0	182	238	516	3536	2010	450	9218	224	988	0	0	0	0	0	330	0	154	0	374	0	390	0	494	0	336	0	26946	658	0	0	1958	0	1338	0	0	0	746	0	34916	6666	4014	1588	9710	126	2476	0	14032	1618	6272	0	1932	0	170	0	1466	0	0	0	1550	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
263924	Precentral_R	5496	0	1488	28014	0	0	1162	6188	0	0	0	5254	0	512	0	0	0	544	7368	7270	0	0	0	272	0	0	0	0	188	940	116	292	700	338	310	516	212	3542	0	908	0	0	0	0	0	150	0	0	0	176	0	0	0	166	0	236	100	13096	0	0	0	512	0	1326	0	0	0	484	7558	5134	868	6386	90	2332	0	540	252	20334	0	0	0	0	0	0	0	300	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.03965e+06	Frontal_Sup_L	16316	1488	0	12572	15270	240	88534	3000	6250	0	22352	222	41560	240	10454	0	6680	0	79492	13108	0	0	52712	13166	1434	0	780	0	40760	238	19942	10748	9906	9026	0	0	3308	118	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	1954	348	0	0	0	0	0	0	0	0	0	0	1328	0	8888	4746	13976	1962	484	434	704	470	744	0	962	0	2188	0	94	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
944940	Frontal_Sup_R	2876	28014	12572	0	180	10228	2152	43720	204	2352	0	7246	472	7804	0	6932	0	3606	27850	48182	0	0	16934	63628	0	2270	0	102	300	13104	6396	46380	3994	32558	0	152	0	1932	0	1064	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	334	116	146	0	0	0	0	0	0	0	0	0	0	5560	0	4706	31150	616	19948	0	956	258	14432	0	284	0	260	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
245600	Frontal_Sup_Orb_L	344	0	15270	180	0	644	4344	0	14432	0	108	0	5080	0	17920	0	0	0	2902	0	5462	3224	5298	520	2474	0	8664	862	7216	0	5538	1104	326	96	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5998	2470	9834	616	0	0	0	0	0	0	0	0	1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188932	Frontal_Sup_Orb_R	0	0	240	10228	644	0	0	5004	168	6438	0	300	0	1454	620	6698	0	0	1090	1680	1802	4070	226	6524	220	8868	626	10134	0	2374	778	5542	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2060	9128	670	6772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
593892	Frontal_Mid_L	27878	1162	88534	2152	4344	0	0	446	6106	0	19606	96	53904	140	8536	0	2984	0	14286	314	0	0	15380	2294	0	0	0	0	20312	0	5232	2588	5592	2018	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2132	140	0	0	0	0	0	0	0	0	0	0	1194	0	2046	806	2970	100	346	0	804	220	1114	0	260	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
344428	Frontal_Mid_R	0	6188	3000	43720	0	5004	446	0	0	2830	0	5460	288	17908	0	4324	0	578	2950	6862	0	0	3782	20712	0	0	0	0	166	5142	602	18088	404	8020	0	0	0	1412	0	686	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	1766	146	9460	0	170	0	328	0	108	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
