data	data	267816	158388	945200	722856	259208	121156	400476	192384	104052	39120	273524	181200	277456	174572	203536	69692	217660	227624	458692	556888	77624	95112	359020	310664	78736	116188	39248	36480	506824	511276	331020	439280	220444	518116	292284	299924	325512	358212	161292	208484	41576	75476	281396	341712	270192	328724	389900	353264	228868	345060	491576	339392	160716	103496	377792	429016	196016	214412	125992	100104	178132	149644	133608	155308	124292	161092	402912	458672	77696	62140	337672	400988	362388	389972	33424	71800	221984	310900	122024	78236	256404	212612	114648	103260	379104	265080	32208	29368	216360	247804	436644	334432	254216	227500	46272	60320	280316	260280	438196	391916	223312	150828	229472	222380	111104	131680	17388	31228	27828	83008	274848	210476	177332	127200	93372	44096	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
267816	Precentral_L	0	358	15434	2488	724	0	14528	512	0	0	11828	1760	4888	88	0	0	4958	616	4264	1524	0	0	822	0	0	0	0	0	4354	2426	534	530	106	1098	1396	950	1296	542	210	0	0	0	240	0	474	0	186	0	614	0	700	0	0	0	70	0	24342	318	0	0	2440	0	614	0	164	0	842	72	4586	0	8106	1982	2728	1394	0	0	2250	1308	1466	0	354	0	76	72	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
158388	Precentral_R	358	0	720	10668	0	128	190	10022	0	0	122	7116	0	300	0	0	146	5828	172	4180	0	0	0	178	0	200	0	0	0	2604	0	402	112	1190	68	524	0	246	0	0	0	0	0	290	0	230	0	0	0	114	0	580	0	0	0	0	372	18910	0	212	0	1098	0	1612	0	80	0	1204	0	1404	998	2622	0	2422	98	720	156	462	0	0	0	0	0	0	0	66	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
945200	Frontal_Sup_L	15434	720	0	19800	22260	0	65310	1802	2172	0	14646	548	22700	506	5988	0	5182	532	52186	21678	172	0	43250	3548	4158	180	192	0	24008	1024	14234	6566	4684	13186	3970	3708	6132	2430	684	216	140	0	84	0	0	0	518	90	0	0	464	0	0	0	170	104	3036	222	0	0	614	0	562	0	76	0	142	0	1268	0	17128	1300	25280	1064	3658	104	21926	6190	1830	0	1138	106	264	0	872	0	0	0	224	0	88	0	0	0	0	0	66	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
722856	Frontal_Sup_R	2488	10668	19800	0	244	2280	2760	25180	0	280	800	5818	430	4388	0	664	528	3082	14908	57682	0	358	10682	29032	158	2590	0	0	778	8946	4014	23428	2786	15900	3570	4196	2300	5560	316	216	0	0	0	222	0	72	234	76	0	0	80	142	0	0	0	132	690	2992	0	0	0	130	106	244	0	0	138	628	538	0	7374	28588	1774	7808	842	2726	6958	31112	206	148	146	76	0	138	118	0	0	0	0	0	0	0	0	0	0	0	82	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
259208	Frontal_Sup_Orb_L	724	0	22260	244	0	0	4002	0	13824	0	4246	0	5354	0	16502	0	1992	0	2776	134	724	0	7288	144	7468	304	4634	0	16578	88	5996	474	0	0	0	0	268	0	138	0	94	0	0	0	0	0	0	0	0	0	80	0	0	0	166	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	1112	106	8860	72	0	0	136	74	318	0	1054	0	732	0	328	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121156	Frontal_Sup_Orb_R	0	128	0	2280	0	0	0	1874	0	6956	0	128	0	934	0	6288	0	110	0	318	98	2236	784	4160	1470	9816	132	5260	0	3514	2384	1612	0	270	0	0	0	90	0	84	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	2300	0	7026	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
400476	Frontal_Mid_L	14528	190	65310	2760	4002	0	0	386	2370	0	7708	808	25314	0	5612	0	532	232	5708	1192	156	0	15144	574	132	0	0	0	10408	1226	3412	1172	1568	982	1022	1048	1976	708	278	0	104	0	0	0	0	0	108	0	0	0	84	0	0	0	0	0	808	70	0	0	306	0	182	0	0	0	0	0	142	0	4294	890	7160	456	568	0	6224	1646	500	0	104	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192384	Frontal_Mid_R	512	10022	1802	25180	0	1874	386	0	0	1012	116	5604	0	12106	0	1238	138	1110	1526	4998	0	0	1020	4824	0	104	0	0	114	4224	506	2614	0	3044	254	270	292	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	816	0	0	0	0	0	86	0	0	0	108	0	0	1420	2844	108	2634	116	550	422	1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
