data	data	412272	299860	1.1174e+06	926332	219656	138752	601256	276244	129300	22496	268440	276632	321952	262144	260184	102608	220136	95000	777696	842052	93876	102088	525388	475116	38624	108568	64120	55392	743104	395624	402204	563736	182472	583088	143360	192220	332664	352416	198676	181272	35584	40700	235284	372980	244520	373336	407240	347192	179608	351956	465676	222744	229892	161372	628960	496080	259044	232292	112572	112860	191728	111112	110864	74080	122092	131184	313008	434268	182496	250664	332236	418420	432560	336984	70856	46184	146368	233264	100324	32848	215564	132872	107708	50900	289444	204884	48088	22420	257388	291644	428984	481768	284628	224348	36192	56816	386012	329532	516120	517284	207648	116916	265876	263788	80972	117476	12548	9172	24748	70008	335756	252188	207780	95396	75120	30692	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
412272	Precentral_L	0	4080	12478	1238	0	0	21010	190	0	0	12570	0	4180	0	0	0	13516	0	7406	4906	0	0	0	0	0	0	0	0	15294	0	138	0	0	850	2676	2206	7462	2662	444	234	0	0	98	0	236	0	0	0	332	0	2284	0	1570	0	1352	112	28298	632	0	0	6346	0	2900	0	542	0	518	0	8686	2186	1522	1160	5162	0	916	0	13084	5182	4504	0	3690	0	0	0	662	0	0	0	500	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
299860	Precentral_R	4080	0	498	6602	0	0	782	9060	0	0	0	3436	0	152	0	0	0	1454	1368	19488	0	0	0	0	0	0	0	0	620	1250	118	472	0	1450	2150	3732	3658	10154	704	512	0	0	0	252	0	772	136	162	0	910	0	294	0	808	662	1528	314	14680	0	112	0	356	0	474	0	0	0	1442	3450	13610	1376	10306	376	2216	174	728	3746	9344	686	1668	0	2222	0	0	0	1260	0	0	0	3890	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	
1.1174e+06	Frontal_Sup_L	12478	498	0	17184	15274	308	80378	4172	4758	0	24534	490	25606	590	12230	242	11354	198	91364	16302	164	0	48612	10396	1148	334	1166	0	52650	642	21354	9596	6656	13276	0	128	4364	320	308	0	0	0	0	0	0	0	0	0	0	0	242	0	326	0	702	0	1668	210	0	0	128	0	0	0	0	0	0	0	1646	0	14158	304	31580	122	8604	0	1426	338	1188	0	4502	0	1842	0	136	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
926332	Frontal_Sup_R	1238	6602	17184	0	340	5560	2606	32330	0	748	436	21376	494	21192	120	6394	0	5336	18706	60284	0	0	20688	50066	126	2576	0	114	1666	25248	9016	40642	3520	34736	432	638	510	4518	314	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	456	318	730	0	0	0	0	0	92	0	0	0	142	1460	122	9852	22488	810	13532	0	2040	106	12762	0	370	0	610	0	150	0	150	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
219656	Frontal_Sup_Orb_L	0	0	15274	340	0	166	2246	0	15040	0	450	0	2274	0	16032	0	184	0	3192	352	3350	876	3280	400	4242	504	7970	328	15428	0	3240	430	0	0	0	0	148	0	260	0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2188	364	8746	0	0	0	0	0	0	0	164	0	1614	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
138752	Frontal_Sup_Orb_R	0	0	308	5560	166	0	0	1132	0	4244	0	706	0	704	122	2442	0	0	0	2162	474	1790	1210	6522	172	10450	274	6890	0	1378	600	5972	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536	9062	284	6122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601256	Frontal_Mid_L	21010	782	80378	2606	2246	0	0	0	3418	0	17944	0	46964	0	15914	0	9292	0	13510	1506	0	0	13304	2642	0	0	0	0	28592	0	5168	2086	2684	2764	494	696	4082	892	200	0	0	0	0	0	0	0	0	0	0	0	466	0	504	0	390	0	1952	344	0	0	386	0	246	0	0	0	0	0	0	0	240	296	4862	0	1128	0	3076	946	2692	0	2858	0	658	0	174	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
276244	Frontal_Mid_R	190	9060	4172	32330	0	1132	0	0	0	1050	0	14818	0	16228	0	5596	0	706	6034	3096	0	0	1598	5928	0	0	0	0	2006	6340	726	3366	0	2812	0	0	0	1252	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	122	852	0	0	0	0	0	0	0	0	0	0	0	0	9626	3150	650	2768	0	1098	0	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
