data	data	524392	268392	1.05855e+06	1.05842e+06	152924	106476	501948	339844	109176	42724	267680	166776	320456	202760	137308	107024	193708	156376	659548	774968	122512	110492	378020	434184	47908	115732	89932	112120	608568	468128	379272	585340	176204	552772	122820	161052	231596	385332	83612	249772	51180	60212	327248	382596	219948	392868	350128	334344	278956	331740	660500	166060	236412	259652	498372	769864	401824	265164	291720	91200	239560	94076	107388	144528	233344	117644	492360	568840	206736	143976	338472	648260	360224	534256	65024	54488	108712	150436	78148	39284	176728	162968	80296	60364	297836	204884	28140	28612	291228	301288	502104	477956	313096	362516	48048	53420	309956	217160	506412	406172	232124	163548	300480	315176	157236	143192	23120	11804	34132	50524	228784	217852	286028	128648	135600	49316	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
524392	Precentral_L	0	926	15064	6086	0	0	15804	1378	0	94	21924	616	4134	94	0	98	11062	118	5442	9412	0	0	0	132	0	0	0	0	14010	786	0	240	0	3922	1126	876	5504	1068	236	550	222	0	240	0	128	0	150	0	1534	0	8526	0	2114	0	1934	876	39344	102	6032	0	5204	0	1490	0	2970	0	2774	0	9410	1202	10290	1704	9372	388	5862	0	17008	1042	3906	0	3122	0	0	0	2622	0	0	0	1926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
268392	Precentral_R	926	0	6884	12570	0	0	594	17048	0	0	120	5872	116	548	0	170	0	5476	6368	4398	0	0	0	348	0	0	0	0	252	3570	148	530	0	1470	0	218	0	1968	0	416	0	0	0	1320	0	442	0	376	0	230	0	252	0	3106	0	2814	652	19040	0	174	0	404	0	1568	0	0	0	2696	108	3864	3878	5852	1812	5778	146	844	0	4708	0	268	0	400	0	0	0	906	0	0	0	2548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.05855e+06	Frontal_Sup_L	15064	6884	0	23400	8938	98	75298	4524	4700	186	11374	2580	25526	2694	4392	404	5018	426	92140	25900	0	0	39296	12020	1236	456	260	0	34762	4018	24004	13432	6718	15972	0	0	2242	0	0	0	0	0	0	0	0	0	0	0	118	0	930	0	200	184	1378	146	2932	848	788	0	704	0	216	0	632	0	354	236	2888	0	10700	10654	21568	1766	1642	152	1866	0	342	0	1328	0	972	0	394	0	0	0	1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.05842e+06	Frontal_Sup_R	6086	12570	23400	0	0	3520	3474	50450	0	1448	354	6586	828	13206	0	3164	116	4272	19164	75388	0	0	13448	41346	0	2138	0	254	1140	20398	5336	33588	1542	26792	1542	1960	0	9800	0	2736	0	0	0	202	0	224	0	198	0	140	0	360	0	1246	100	9316	1984	3340	0	0	170	132	0	634	0	0	0	1120	2062	254	4228	47984	2436	31830	238	3204	0	22652	0	820	0	1758	0	156	0	1874	0	0	0	4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152924	Frontal_Sup_Orb_L	0	0	8938	0	0	0	3706	0	13458	0	94	0	4980	0	9558	0	0	0	1096	0	2256	540	2770	156	5938	344	4094	724	4986	0	5988	1742	0	0	0	0	0	0	200	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588	472	3024	118	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
106476	Frontal_Sup_Orb_R	0	0	98	3520	0	0	0	378	0	2834	0	256	0	328	0	5560	0	0	0	682	1030	2042	0	3826	346	7998	572	8272	0	2636	148	2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	3708	146	5824	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
501948	Frontal_Mid_L	15804	594	75298	3474	3706	0	0	674	4348	0	10392	1932	27138	844	3830	124	2418	98	16570	2456	0	0	15550	4016	0	436	134	0	16736	2462	6566	2936	2382	3104	0	0	718	0	0	0	0	0	0	0	0	0	0	0	116	0	798	0	198	0	166	0	1372	0	864	0	924	0	0	0	714	0	366	0	882	0	6648	4146	3698	334	2396	0	1144	0	314	0	232	0	558	0	232	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
339844	Frontal_Mid_R	1378	17048	4524	50450	0	378	674	0	0	710	152	5356	236	13162	0	1640	0	1500	3908	5094	0	0	1374	6552	0	144	0	0	370	8828	282	2422	0	3702	274	384	0	2506	0	734	0	0	0	0	0	0	0	0	0	0	0	166	0	496	0	2572	896	1562	0	0	0	0	0	314	0	0	0	344	152	98	2950	6784	1250	11940	134	1038	0	1680	0	446	0	976	0	0	0	918	0	0	0	1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
109176	Frontal_Mid_Orb_L	0	0	4700	0	13458	0	4348	0	0	0	0	0	4984	0	15580	0	0	0	1012	0	0	0	316	0	1360	0	472	0	4698	0	514	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	0	1976	0	0	0	0	0	0	0	0	0	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42724	Frontal_Mid_Orb_R	94	0	186	1448	0	2834	0	710	0	0	0	0	0	884	0	8356	0	0	104	600	0	164	0	0	0	0	0	334	0	1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	2022	312	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
267680	Frontal_Inf_Oper_L	21924	120	11374	354	94	0	10392	152	0	0	0	0	13230	340	110	0	13090	0	6270	148	0	0	266	0	0	0	0	0	23838	548	1146	412	0	0	0	0	692	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	270	0	9840	0	1162	0	1442	0	982	0	1280	0	398	0	404	0	2166	1222	3444	206	762	0	98	0	702	0	2490	0	1602	0	144	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166776	Frontal_Inf_Oper_R	616	5872	2580	6586	0	256	1932	5356	0	0	0	0	246	8782	0	124	0	2908	1474	2462	0	0	364	1366	0	252	0	0	322	16384	96	1370	0	574	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	186	504	0	0	0	0	0	0	0	0	0	0	0	0	3224	13154	300	3910	0	398	0	170	0	136	0	518	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
320456	Frontal_Inf_Tri_L	4134	116	25526	828	4980	0	27138	236	4984	0	13230	246	0	802	9646	0	1858	0	9492	368	0	0	1518	384	100	0	290	0	34818	1250	5620	1938	356	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	1966	2606	2720	246	124	0	0	0	0	0	398	0	968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
202760	Frontal_Inf_Tri_R	94	548	2694	13206	0	328	844	13162	0	884	340	8782	802	0	0	4608	0	250	1758	4148	0	98	574	2754	0	0	0	0	1052	19076	428	4342	0	2836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	2490	11784	1030	2372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
